DATE,moh_icu_current_covid,moh_icu_current_covid_vented,moh_hospitalizations,moh_icu_crci_total,moh_icu_crci_total_vented,moh_icu_former_covid,moh_icu_former_covid_vented
2022-01-19,154,94,1239,158,98,4,4
2022-01-20,156,98,1170,159,100,3,2
2022-01-21,154,96,1121,159,97,5,1
2022-01-22,151,97,1127,156,99,5,2
2022-01-23,152,97,1162,158,100,6,3
2022-01-24,154,96,1097,162,101,8,5
2022-01-25,152,86,1036,160,90,8,4
2022-01-26,150,91,958,157,102,7,11
2022-01-27,145,99,891,151,102,6,3
2022-01-28,145,95,820,152,100,7,5
2022-01-29,143,100,839,150,102,7,2
2022-01-30,141,91,831,147,92,6,1
2022-01-31,132,87,751,136,88,4,1
2022-02-01,131,84,706,136,87,5,3
2022-02-02,123,85,609,129,88,6,3
2022-02-03,113,70,589,119,74,6,4
2022-02-04,114,79,587,120,83,6,4
2022-02-05,111,72,567,117,74,6,2
2022-02-06,111,73,547,117,75,6,2
2022-02-07,106,69,479,113,72,7,3
2022-02-08,99,66,436,107,70,8,4
2022-02-09,102,70,388,110,75,8,5
2022-02-10,101,68,369,111,75,10,7
2022-02-11,96,68,331,104,76,8,8
2022-02-12,94,60,318,101,65,7,5
2022-02-13,99,62,322,107,68,8,6
2022-02-14,100,65,302,109,70,9,5
2022-02-15,92,59,284,101,65,9,6
2022-02-16,89,60,265,97,64,8,4
2022-02-17,92,61,237,98,63,6,2
2022-02-18,83,57,223,90,59,7,2
2022-02-19,77,54,228,84,57,7,3
2022-02-20,77,55,222,85,58,8,3
2022-02-21,76,54,210,84,58,8,4
2022-02-22,74,52,211,82,58,8,6
2022-02-23,68,49,197,77,54,9,5
2022-02-24,66,45,184,75,50,9,5
2022-02-25,63,43,161,71,46,8,3
2022-02-26,66,45,159,72,48,6,3
2022-02-27,65,39,163,72,43,7,4
2022-02-28,65,38,165,71,40,6,2
2022-03-01,67,38,167,73,41,6,3
2022-03-02,62,34,160,68,37,6,3
2022-03-03,59,34,161,67,39,8,5
2022-03-04,57,34,160,66,39,9,5
2022-03-05,58,26,164,66,32,8,6
2022-03-06,59,30,172,67,35,8,5
2022-03-07,58,32,171,66,37,8,5
2022-03-08,55,31,156,63,36,8,5
2022-03-09,52,32,145,62,37,10,5
2022-03-10,49,33,140,61,38,12,5
2022-03-11,47,30,135,59,35,12,5
2022-03-12,48,29,130,60,34,12,5
2022-03-13,43,22,108,55,26,12,4
2022-03-14,44,26,109,55,30,11,4
2022-03-15,42,23,117,52,27,10,4
2022-03-16,41,24,102,51,27,10,3
2022-03-17,36,22,111,47,25,11,3
2022-03-18,35,21,104,44,24,9,3
2022-03-19,32,22,116,41,26,9,4
2022-03-20,33,22,130,41,26,8,4
2022-03-21,32,20,143,40,24,8,4
2022-03-22,33,20,152,41,23,8,3
2022-03-23,31,21,155,39,24,8,3
2022-03-24,29,20,155,37,23,8,3
2022-03-25,27,20,145,36,24,9,4
2022-03-26,27,17,163,36,21,9,4
2022-03-27,27,16,173,37,19,10,3
2022-03-28,29,17,177,39,22,10,5
2022-03-29,31,20,184,42,26,11,6
2022-03-30,28,19,172,39,25,11,6
2022-03-31,24,18,202,36,24,12,6
2022-04-01,28,18,216,40,25,12,7
2022-04-02,28,15,228,40,20,12,5
2022-04-03,25,12,252,37,16,12,4
2022-04-04,25,16,252,36,19,11,3
2022-04-05,25,15,241,36,20,11,5
2022-04-06,24,15,268,34,19,10,4
2022-04-07,27,16,294,36,20,9,4
2022-04-08,31,18,270,39,22,8,4
2022-04-09,31,18,292,39,22,8,4
2022-04-10,34,19,322,42,22,8,3
2022-04-11,35,19,299,43,23,8,4
2022-04-12,33,19,314,40,23,7,4
2022-04-13,29,19,314,36,23,7,4
2022-04-14,28,15,319,35,19,7,4
2022-04-15,26,15,318,33,17,7,2
2022-04-16,29,17,320,34,19,5,2
2022-04-17,32,21,311,38,24,6,3
2022-04-18,32,20,333,37,23,5,3
2022-04-19,31,21,366,36,25,5,4
2022-04-20,30,21,368,35,25,5,4
2022-04-21,34,20,372,39,24,5,4
2022-04-22,38,16,331,42,19,4,3
2022-04-23,34,22,352,38,25,4,3
2022-04-24,33,23,342,37,25,4,2
2022-04-25,39,25,383,42,27,3,2
2022-04-26,35,23,376,39,27,4,4
2022-04-27,36,22,364,40,26,4,4
2022-04-28,37,21,370,42,26,5,5
2022-04-29,33,22,371,38,27,5,5
2022-04-30,30,17,394,36,20,6,3
2022-05-01,32,19,402,37,22,5,3
2022-05-02,33,20,373,38,22,5,2
2022-05-03,40,23,392,45,25,5,2
2022-05-04,41,24,386,46,27,5,3
2022-05-05,39,24,380,44,26,5,2
2022-05-06,35,19,373,39,21,4,2
2022-05-07,43,23,361,48,25,5,2
2022-05-08,43,24,326,48,27,5,3
2022-05-09,44,25,348,49,27,5,2
2022-05-10,42,27,347,47,29,5,2
2022-05-11,42,21,359,46,22,4,1
2022-05-12,40,19,342,43,20,3,1
2022-05-13,34,21,320,37,23,3,2
2022-05-14,37,19,319,40,20,3,1
2022-05-15,36,19,338,39,20,3,1
2022-05-16,35,21,286,40,25,5,4
2022-05-17,39,21,293,44,24,5,3
2022-05-18,38,19,293,45,22,7,3
2022-05-19,33,22,285,39,25,6,3
2022-05-20,34,21,283,39,22,5,1
2022-05-21,30,19,280,35,21,5,2
2022-05-22,28,18,283,33,20,5,2
2022-05-23,33,18,287,40,20,7,2
2022-05-24,29,18,277,37,21,8,3
2022-05-25,27,16,250,36,20,9,4
2022-05-26,25,13,221,34,16,9,3
2022-05-27,25,15,202,32,18,7,3
2022-05-28,24,11,204,32,16,8,5
2022-05-29,22,10,206,32,16,10,6
2022-05-30,22,12,177,32,18,10,6
2022-05-31,19,11,187,30,18,11,7
2022-06-01,19,10,187,28,16,9,6
2022-06-02,20,11,204,28,18,8,7
2022-06-03,20,12,195,28,19,8,7
2022-06-04,18,11,191,26,18,8,7
2022-06-05,23,13,174,31,20,8,7
2022-06-06,21,12,180,29,18,8,6
2022-06-07,20,12,179,28,19,8,7
2022-06-08,21,8,177,29,13,8,5
2022-06-09,19,8,170,26,13,7,5
2022-06-10,20,8,160,27,13,7,5
2022-06-11,17,5,164,24,10,7,5
2022-06-12,18,8,178,26,14,8,6
2022-06-13,18,9,169,26,15,8,6
2022-06-14,15,10,161,26,17,11,7
2022-06-15,14,8,157,25,15,11,7
2022-06-16,16,7,170,26,11,10,4
2022-06-17,15,9,150,25,14,10,5
2022-06-18,16,7,151,25,12,9,5
2022-06-19,16,6,168,23,11,7,5
2022-06-20,15,7,149,22,11,7,4
2022-06-21,15,8,159,22,13,7,5
2022-06-22,16,8,162,23,12,7,4
2022-06-23,16,7,160,20,11,4,4
2022-06-24,14,5,167,18,9,4,4
2022-06-25,14,8,189,18,12,4,4
2022-06-26,17,6,213,20,9,3,3
2022-06-27,19,8,199,22,11,3,3
2022-06-28,20,9,199,23,12,3,3
2022-06-29,21,9,171,24,10,3,1
2022-06-30,19,8,203,25,11,6,3
2022-07-01,21,10,201,26,13,5,3
2022-07-02,21,10,231,25,12,4,2
2022-07-03,21,10,247,25,12,4,2
2022-07-04,22,8,221,27,11,5,3
2022-07-05,23,9,229,28,11,5,2
2022-07-06,20,7,252,25,10,5,3
2022-07-07,20,9,252,25,12,5,3
2022-07-08,17,6,262,21,7,4,1
2022-07-09,17,7,281,22,9,5,2
2022-07-10,16,7,300,20,9,4,2
2022-07-11,14,5,309,19,7,5,2
2022-07-12,17,5,303,21,8,4,3
2022-07-13,18,7,328,23,10,5,3
2022-07-14,18,8,347,24,10,6,2
2022-07-15,19,8,367,25,10,6,2
2022-07-16,22,8,392,28,11,6,3
2022-07-17,27,12,450,32,16,5,4
2022-07-18,25,12,468,29,15,4,3
2022-07-19,25,14,464,29,17,4,3
2022-07-20,24,13,452,28,15,4,2
2022-07-21,25,13,462,29,15,4,2
2022-07-22,25,15,426,28,18,3,3
2022-07-23,23,14,395,26,16,3,2
2022-07-24,29,13,427,32,15,3,2
2022-07-25,30,17,390,32,18,2,1
2022-07-26,32,19,408,34,21,2,2
2022-07-27,31,19,413,33,20,2,1
2022-07-28,32,18,403,35,19,3,1
2022-07-29,31,19,376,33,20,2,1
2022-07-30,28,17,375,30,18,2,1
2022-07-31,28,17,340,30,19,2,2
2022-08-01,34,21,387,37,23,3,2
2022-08-02,32,19,363,34,20,2,1
2022-08-03,29,18,338,30,19,1,1
2022-08-04,28,19,336,29,20,1,1
2022-08-05,31,20,315,32,21,1,1
2022-08-06,29,21,313,32,22,3,1
2022-08-07,32,18,313,35,19,3,1
2022-08-08,33,16,308,36,17,3,1
2022-08-09,36,14,274,40,16,4,2
2022-08-10,33,15,288,37,16,4,1
2022-08-11,32,17,269,36,19,4,2
2022-08-12,29,16,259,32,18,3,2
2022-08-13,31,17,286,34,19,3,2
2022-08-14,28,17,300,31,19,3,2
2022-08-15,26,15,293,30,17,4,2
2022-08-16,27,14,275,31,16,4,2
2022-08-17,27,14,287,31,16,4,2
2022-08-18,26,14,301,29,16,3,2
2022-08-19,22,14,291,24,16,2,2
2022-08-20,19,11,293,22,13,3,2
2022-08-21,25,11,296,28,13,3,2
2022-08-22,24,11,306,26,13,2,2
2022-08-23,29,12,296,32,15,3,3
2022-08-24,28,15,279,31,18,3,3
2022-08-25,33,17,264,35,19,2,2
2022-08-26,31,15,261,33,17,2,2
2022-08-27,31,13,269,34,15,3,2
2022-08-28,32,11,266,35,13,3,2
2022-08-29,36,14,277,39,15,3,1
2022-08-30,32,13,267,35,14,3,1
2022-08-31,28,8,274,32,11,4,3
2022-09-01,28,11,271,31,12,3,1
2022-09-02,25,12,253,28,13,3,1
2022-09-03,26,10,277,30,11,4,1
2022-09-04,26,13,290,30,14,4,1
2022-09-05,26,14,302,30,15,4,1
2022-09-06,26,11,301,29,12,3,1
2022-09-07,25,11,306,28,12,3,1
2022-09-08,23,13,305,27,14,4,1
2022-09-09,23,9,281,27,10,4,1
2022-09-10,22,10,292,26,11,4,1
2022-09-11,27,14,315,31,15,4,1
2022-09-12,27,12,288,29,12,2,0
2022-09-13,19,11,270,22,11,3,0
2022-09-14,22,13,272,24,14,2,1
2022-09-15,24,12,282,27,14,3,2
2022-09-16,24,15,251,27,16,3,1
2022-09-17,25,16,252,28,17,3,1
2022-09-18,26,15,269,27,16,1,1
2022-09-19,24,15,258,26,17,2,2
2022-09-20,24,15,254,28,17,4,2
2022-09-21,29,16,300,33,19,4,3
2022-09-22,29,15,275,31,16,2,1
2022-09-23,26,15,251,30,17,4,2
2022-09-24,25,14,275,29,16,4,2
2022-09-25,22,16,293,27,19,5,3
2022-09-26,27,18,305,32,20,5,2
2022-09-27,23,14,301,30,20,7,6
2022-09-28,22,15,327,29,21,7,6
2022-09-29,27,13,326,34,18,7,5
2022-09-30,30,14,318,37,19,7,5
2022-10-01,29,16,315,36,21,7,5
2022-10-02,27,13,351,34,19,7,6
2022-10-03,25,13,351,33,21,8,8
2022-10-04,21,13,367,29,19,8,6
2022-10-05,22,15,393,30,21,8,6
2022-10-06,23,15,387,31,21,8,6
2022-10-07,24,17,371,32,23,8,6
2022-10-08,25,15,404,33,22,8,7
2022-10-09,24,15,418,32,19,8,4
2022-10-10,27,14,454,35,20,8,6
2022-10-11,30,14,415,38,20,8,6
2022-10-12,29,16,408,36,21,7,5
2022-10-13,30,16,446,37,21,7,5
2022-10-14,34,16,380,42,21,8,5
2022-10-15,35,15,416,43,20,8,5
2022-10-16,31,14,464,39,19,8,5
2022-10-17,32,14,434,39,20,7,6
2022-10-18,33,17,453,40,23,7,6
2022-10-19,32,14,435,39,18,7,4
2022-10-20,32,15,452,39,19,7,4
2022-10-21,33,14,422,41,19,8,5
2022-10-22,28,11,442,35,14,7,3
2022-10-23,30,11,455,37,13,7,2
2022-10-24,31,13,442,39,15,8,2
2022-10-25,31,10,436,38,12,7,2
2022-10-26,24,9,472,31,9,7,0
2022-10-27,25,10,445,32,13,7,3
2022-10-28,20,10,433,26,13,6,3
2022-10-29,21,8,445,28,10,7,2
2022-10-30,22,9,472,30,10,8,1
2022-10-31,16,7,414,24,10,8,3
2022-11-01,17,5,438,25,8,8,3
2022-11-02,19,4,407,24,6,5,2
2022-11-03,20,3,420,26,6,6,3
2022-11-04,20,4,376,27,8,7,4
2022-11-05,19,3,387,26,7,7,4
2022-11-06,20,5,385,27,8,7,3
2022-11-07,27,10,372,34,13,7,3
2022-11-08,27,9,373,34,11,7,2
2022-11-09,28,10,339,35,13,7,3
2022-11-10,28,8,327,37,11,9,3
2022-11-11,25,10,322,33,11,8,1
2022-11-12,31,8,329,40,9,9,1
2022-11-13,31,10,345,39,12,8,2
2022-11-14,31,9,312,38,11,7,2
2022-11-15,32,13,296,37,15,5,2
2022-11-16,29,13,317,33,15,4,2
2022-11-17,30,10,329,34,10,4,0
2022-11-18,27,8,311,31,10,4,2
2022-11-19,25,9,316,29,10,4,1
2022-11-20,26,11,321,31,13,5,2
2022-11-21,21,9,319,26,10,5,1
2022-11-22,21,8,322,25,10,4,2
2022-11-23,19,7,322,23,9,4,2
2022-11-24,21,7,294,25,10,4,3
2022-11-25,15,6,284,20,7,5,1
2022-11-26,16,5,293,21,8,5,3
2022-11-27,20,9,296,25,12,5,3
2022-11-28,19,7,284,24,9,5,2
2022-11-29,21,7,287,28,8,7,1
2022-11-30,27,11,279,33,14,6,3
2022-12-01,25,11,266,30,14,5,3
2022-12-02,22,9,260,27,12,5,3
2022-12-03,22,7,282,28,9,6,2
2022-12-04,18,7,288,23,9,5,2
2022-12-05,19,7,297,25,10,6,3
2022-12-06,20,8,277,26,11,6,3
2022-12-07,21,7,286,26,9,5,2
2022-12-08,21,8,308,25,10,4,2
2022-12-09,24,10,298,28,12,4,2
2022-12-10,19,7,307,24,9,5,2
2022-12-11,20,9,321,25,9,5,0
2022-12-12,19,9,277,25,10,6,1
2022-12-13,20,8,319,26,8,6,0
2022-12-14,18,9,325,24,9,6,0
2022-12-15,18,10,327,23,11,5,1
2022-12-16,25,10,313,30,11,5,1
2022-12-17,21,9,325,26,10,5,1
2022-12-18,20,10,333,26,11,6,1
2022-12-19,25,11,306,32,12,7,1
2022-12-20,23,9,300,30,13,7,4
2022-12-21,20,6,310,28,11,8,5
2022-12-22,24,8,284,31,11,7,3
2022-12-23,21,9,269,27,12,6,3
2022-12-24,18,9,270,23,13,5,4
2022-12-25,17,9,279,22,12,5,3
2022-12-26,20,9,296,25,12,5,3
2022-12-27,22,10,290,27,13,5,3
2022-12-28,24,12,299,29,15,5,3
2022-12-29,22,12,322,27,16,5,4
2022-12-30,23,12,307,28,15,5,3
2022-12-31,24,13,318,29,16,5,3
2023-01-01,23,12,338,28,15,5,3
2023-01-02,23,11,374,28,14,5,3
2023-01-03,24,8,377,29,11,5,3
2023-01-04,22,12,361,29,14,7,2
2023-01-05,25,12,370,32,14,7,2
2023-01-06,24,11,333,31,13,7,2
2023-01-07,25,10,355,32,13,7,3
2023-01-08,26,12,371,32,14,6,2
2023-01-09,30,12,365,35,14,5,2
2023-01-10,25,12,356,29,15,4,3
2023-01-11,21,10,344,24,11,3,1
2023-01-12,21,8,330,25,9,4,1
2023-01-13,23,10,308,27,12,4,2
2023-01-14,26,10,300,30,12,4,2
2023-01-15,24,9,331,29,10,5,1
2023-01-16,24,9,339,29,10,5,1
2023-01-17,19,7,334,24,8,5,1
2023-01-18,17,8,318,22,11,5,3
2023-01-19,15,8,338,19,10,4,2
2023-01-20,15,6,285,18,8,3,2
2023-01-21,17,7,281,20,9,3,2
2023-01-22,18,7,314,21,9,3,2
2023-01-23,18,6,318,22,8,4,2
2023-01-24,19,7,290,23,9,4,2
2023-01-25,17,4,314,21,7,4,3
2023-01-26,17,4,275,21,7,4,3
2023-01-27,17,4,286,21,6,4,2
2023-01-28,16,4,289,21,7,5,3
2023-01-29,21,7,311,25,10,4,3
2023-01-30,22,5,295,26,7,4,2
2023-01-31,21,7,301,25,8,4,1
2023-02-01,21,10,310,26,11,5,1
2023-02-02,21,9,307,26,10,5,1
2023-02-03,17,9,279,24,12,7,3
2023-02-04,22,10,293,28,13,6,3
2023-02-05,24,10,307,29,13,5,3
2023-02-06,24,10,265,29,13,5,3
2023-02-07,25,10,273,31,12,6,2
2023-02-08,27,12,310,32,15,5,3
2023-02-09,26,10,304,30,14,4,4
2023-02-10,25,11,281,29,14,4,3
2023-02-11,23,11,259,27,15,4,4
2023-02-12,23,11,301,28,14,5,3
2023-02-13,20,9,298,24,12,4,3
2023-02-14,17,10,300,22,13,5,3
2023-02-15,21,11,264,25,14,4,3
2023-02-16,17,11,258,21,14,4,3
2023-02-17,17,12,239,21,14,4,2
2023-02-18,19,10,231,23,13,4,3
2023-02-19,22,9,237,25,11,3,2
2023-02-20,26,9,237,28,11,2,2
2023-02-21,24,8,243,26,9,2,1
2023-02-22,22,10,234,24,11,2,1
2023-02-23,26,12,221,29,14,3,2
2023-02-24,25,13,181,28,15,3,2
2023-02-25,26,11,214,29,13,3,2
2023-02-26,28,14,214,31,16,3,2
2023-02-27,25,11,220,28,12,3,1
2023-02-28,25,14,209,28,16,3,2
2023-03-01,23,12,203,27,14,4,2
2023-03-02,24,14,180,28,15,4,1
2023-03-03,21,13,158,27,14,6,1
2023-03-04,21,11,189,27,13,6,2
2023-03-05,15,7,199,20,8,5,1
2023-03-06,13,10,199,18,12,5,2
2023-03-07,15,10,197,20,11,5,1
2023-03-08,17,11,195,22,12,5,1
2023-03-09,18,12,201,22,13,4,1
2023-03-10,19,11,167,22,12,3,1
2023-03-11,16,8,180,19,10,3,2
2023-03-12,14,8,183,17,10,3,2
2023-03-13,12,6,167,15,9,3,3
2023-03-14,12,6,160,15,8,3,2
2023-03-15,12,6,176,15,8,3,2
2023-03-16,11,1,158,14,3,3,2
2023-03-17,11,4,166,14,6,3,2
2023-03-18,14,6,175,18,8,4,2
2023-03-19,15,6,188,19,8,4,2
2023-03-20,12,7,170,17,9,5,2
2023-03-21,12,6,175,16,7,4,1
2023-03-22,14,6,163,18,8,4,2
2023-03-23,14,4,162,19,5,5,1
2023-03-24,11,4,164,16,6,5,2
2023-03-25,11,4,189,17,6,6,2
2023-03-26,12,4,191,17,5,5,1
2023-03-27,11,4,174,16,4,5,0
2023-03-28,13,7,187,16,8,3,1
2023-03-29,14,7,178,17,8,3,1
2023-03-30,15,6,179,18,7,3,1
2023-03-31,17,8,163,22,9,5,1
2023-04-01,14,7,172,19,7,5,0
2023-04-02,14,8,187,18,8,4,0
2023-04-03,18,8,186,22,9,4,1
2023-04-04,20,10,177,25,12,5,2
2023-04-05,19,8,179,23,9,4,1
2023-04-06,19,10,154,23,12,4,2
2023-04-07,15,8,148,18,9,3,1
2023-04-08,13,6,173,17,7,4,1
2023-04-09,15,7,169,19,9,4,2
2023-04-10,15,7,174,19,8,4,1
2023-04-11,16,7,184,21,9,5,2
2023-04-12,17,8,194,22,10,5,2
2023-04-13,16,9,203,21,11,5,2
2023-04-14,17,11,202,22,13,5,2
2023-04-15,14,8,237,18,10,4,2
2023-04-16,14,8,225,18,10,4,2
2023-04-17,14,7,214,18,10,4,3
2023-04-18,13,7,240,18,10,5,3
2023-04-19,12,6,184,17,10,5,4
2023-04-20,15,6,206,20,10,5,4
2023-04-21,15,8,176,20,12,5,4
2023-04-22,15,8,168,20,11,5,3
2023-04-23,15,7,201,19,11,4,4
2023-04-24,15,9,192,19,11,4,2
2023-04-25,17,8,193,21,11,4,3
2023-04-26,17,6,178,23,9,6,3
2023-04-27,16,7,169,22,10,6,3
2023-04-28,15,7,162,20,10,5,3
2023-04-29,14,5,153,18,9,4,4
2023-04-30,15,5,173,19,9,4,4
2023-05-01,14,5,160,19,9,5,4
2023-05-02,13,6,146,17,9,4,3
2023-05-03,12,8,146,16,11,4,3
2023-05-04,14,8,124,18,11,4,3
2023-05-05,13,10,109,17,14,4,4
2023-05-06,12,7,118,16,11,4,4
2023-05-07,12,6,128,16,10,4,4
2023-05-08,11,7,115,15,10,4,3
2023-05-09,12,7,127,16,11,4,4
2023-05-10,11,5,141,15,9,4,4
2023-05-11,14,4,150,18,8,4,4
2023-05-12,11,4,149,16,8,5,4
2023-05-13,11,4,156,16,8,5,4
2023-05-14,11,4,160,16,6,5,2
2023-05-15,13,4,153,18,6,5,2
2023-05-16,13,7,150,18,9,5,2
2023-05-17,15,7,159,20,10,5,3
2023-05-18,14,5,137,18,7,4,2
2023-05-19,13,6,128,17,8,4,2
2023-05-20,11,3,121,15,5,4,2
2023-05-21,9,3,121,14,5,5,2
2023-05-22,9,3,125,13,5,4,2
2023-05-23,9,4,132,12,6,3,2
2023-05-24,11,4,117,14,6,3,2
2023-05-25,9,4,112,10,5,1,1
2023-05-26,9,4,102,11,5,2,1
2023-05-27,8,3,105,10,4,2,1
2023-05-28,13,5,110,15,6,2,1
2023-05-29,12,4,107,14,5,2,1
2023-05-30,11,4,120,13,5,2,1
2023-05-31,11,5,120,13,6,2,1
2023-06-01,10,5,119,12,6,2,1
2023-06-02,9,5,109,11,6,2,1
2023-06-03,8,5,118,10,6,2,1
2023-06-04,11,6,113,13,7,2,1
2023-06-05,10,5,112,12,6,2,1
2023-06-06,11,4,114,15,6,4,2
2023-06-07,9,4,108,13,6,4,2
2023-06-08,5,3,93,8,3,3,0
2023-06-09,8,5,93,10,6,2,1
2023-06-10,7,4,99,9,5,2,1
2023-06-11,9,5,100,11,5,2,0
2023-06-12,9,5,87,12,7,3,2
2023-06-13,11,4,88,14,5,3,1
2023-06-14,11,5,72,13,6,2,1
2023-06-15,11,5,80,13,6,2,1
2023-06-16,11,5,76,12,6,1,1
2023-06-17,10,5,71,11,6,1,1
2023-06-18,9,6,80,10,7,1,1
2023-06-19,10,3,71,12,5,2,2
2020-04-01,38,31,101,0,0,0,0
2020-04-02,47,39,113,0,0,0,0
2020-04-03,45,36,111,0,0,0,0
2020-04-04,49,45,129,0,0,0,0
2020-04-05,53,45,136,0,0,0,0
2020-04-06,53,46,129,0,0,0,0
2020-04-07,59,47,136,0,0,0,0
2020-04-08,63,52,145,0,0,0,0
2020-04-09,63,56,150,0,0,0,0
2020-04-10,62,54,142,0,0,0,0
2020-04-11,60,45,155,0,0,0,0
2020-04-12,56,46,146,0,0,0,0
2020-04-13,58,42,139,0,0,0,0
2020-04-14,54,38,138,0,0,0,0
2020-04-15,47,38,134,0,0,0,0
2020-04-16,45,33,137,0,0,0,0
2020-04-17,49,33,136,0,0,0,0
2020-04-18,46,32,136,0,0,0,0
2020-04-19,47,29,135,0,0,0,0
2020-04-20,44,28,141,0,0,0,0
2020-04-21,43,27,134,0,0,0,0
2020-04-22,35,23,143,0,0,0,0
2020-04-23,33,25,137,0,0,0,0
2020-04-24,33,25,140,0,0,0,0
2020-04-25,35,27,138,0,0,0,0
2020-04-26,35,28,142,0,0,0,0
2020-04-27,36,28,152,0,0,0,0
2020-04-28,36,29,161,0,0,0,0
2020-04-29,37,28,158,0,0,0,0
2020-04-30,41,31,148,0,0,0,0
2020-05-01,40,27,157,41,29,1,2
2020-05-02,42,30,159,43,31,1,1
2020-05-03,45,33,160,47,34,2,1
2020-05-04,43,31,160,46,34,3,3
2020-05-05,41,31,165,43,34,2,3
2020-05-06,42,29,168,44,33,2,4
2020-05-07,42,32,170,43,32,1,0
2020-05-08,39,28,170,39,28,0,0
2020-05-09,34,26,186,34,25,0,-1
2020-05-10,34,26,166,34,26,0,0
2020-05-11,31,21,165,31,22,0,1
2020-05-12,30,21,163,32,24,2,3
2020-05-13,32,23,150,33,24,1,1
2020-05-14,30,19,147,31,21,1,2
2020-05-15,28,21,148,30,23,2,2
2020-05-16,28,21,144,30,22,2,1
2020-05-17,27,20,144,29,21,2,1
2020-05-18,27,17,141,29,19,2,2
2020-05-19,25,19,140,29,21,4,2
2020-05-20,24,20,139,27,21,3,1
2020-05-21,26,21,134,27,22,1,1
2020-05-22,24,22,127,26,23,2,1
2020-05-23,23,14,125,24,20,1,6
2020-05-24,24,21,119,25,22,1,1
2020-05-25,22,18,125,23,19,1,1
2020-05-26,24,20,117,25,21,1,1
2020-05-27,24,20,122,25,21,1,1
2020-05-28,25,18,120,27,21,2,3
2020-05-29,21,17,120,25,21,4,4
2020-05-30,20,17,117,26,20,6,3
2020-05-31,22,19,121,28,22,6,3
2020-06-01,23,17,117,29,22,6,5
2020-06-02,23,18,114,28,21,5,3
2020-06-03,21,19,112,26,23,5,4
2020-06-04,21,18,105,26,22,5,4
2020-06-05,21,17,100,26,21,5,4
2020-06-06,21,17,97,26,21,5,4
2020-06-07,21,13,94,26,19,5,6
2020-06-08,21,15,94,26,18,5,3
2020-06-09,21,13,87,26,15,5,2
2020-06-10,18,13,89,24,16,6,3
2020-06-11,17,14,72,22,18,5,4
2020-06-12,17,12,62,22,17,5,5
2020-06-13,18,15,57,22,16,4,1
2020-06-14,19,14,60,23,16,4,2
2020-06-15,18,12,53,22,13,4,1
2020-06-16,16,12,52,20,13,4,1
2020-06-17,15,11,50,19,12,4,1
2020-06-18,13,12,45,16,12,3,0
2020-06-19,13,11,34,16,11,3,0
2020-06-20,14,12,34,17,13,3,1
2020-06-21,14,12,35,17,12,3,0
2020-06-22,15,9,35,18,10,3,1
2020-06-23,14,8,32,17,8,3,0
2020-06-24,12,5,28,15,5,3,0
2020-06-25,13,5,32,15,5,2,0
2020-06-26,11,5,31,14,5,3,0
2020-06-27,9,5,27,12,5,3,0
2020-06-28,8,5,21,11,5,3,0
2020-06-29,8,5,24,11,5,3,0
2020-06-30,10,5,19,12,5,2,0
2020-07-01,8,5,19,10,5,2,0
2020-07-02,8,3,20,10,4,2,1
2020-07-04,7,5,18,9,6,2,1
2020-07-05,6,5,17,8,6,2,1
2020-07-06,6,4,15,7,4,1,0
2020-07-07,5,3,13,6,4,1,1
2020-07-08,3,2,12,5,4,2,2
2020-07-09,3,2,12,5,3,2,1
2020-07-10,4,1,12,6,2,2,1
2020-07-11,4,2,12,6,2,2,0
2020-07-12,4,2,12,6,3,2,1
2020-07-13,4,2,12,6,3,2,1
2020-07-14,5,2,15,7,3,2,1
2020-07-15,3,2,12,5,3,2,1
2020-07-16,4,2,14,6,2,2,0
2020-07-17,5,3,13,7,3,2,0
2020-07-18,4,3,15,6,3,2,0
2020-07-19,4,3,17,6,3,2,0
2020-07-20,7,4,14,9,4,2,0
2020-07-21,7,4,15,9,4,2,0
2020-07-22,7,5,15,9,5,2,0
2020-07-23,6,4,17,7,4,1,0
2020-07-24,5,4,13,6,4,1,0
2020-07-25,6,4,15,7,4,1,0
2020-07-26,6,4,16,7,4,1,0
2020-07-27,7,4,15,8,4,1,0
2020-07-28,7,4,16,8,4,1,0
2020-07-29,6,3,16,7,3,1,0
2020-07-30,7,3,17,8,3,1,0
2020-07-31,5,1,17,7,2,2,1
2020-08-01,4,1,14,6,2,2,1
2020-08-02,4,1,18,6,2,2,1
2020-08-03,4,1,14,5,2,1,1
2020-08-04,3,0,12,4,1,1,1
2020-08-05,3,0,13,4,1,1,1
2020-08-06,4,0,12,5,1,1,1
2020-08-07,4,0,9,5,0,1,0
2020-08-08,4,0,8,5,0,1,0
2020-08-09,4,0,11,5,0,1,0
2020-08-10,3,0,11,4,0,1,0
2020-08-11,3,0,9,4,0,1,0
2020-08-12,4,0,9,4,0,0,0
2020-08-13,3,0,11,3,0,0,0
2020-08-14,4,0,8,4,0,0,0
2020-08-15,4,0,8,4,0,0,0
2020-08-16,3,0,9,3,0,0,0
2020-08-17,3,1,9,3,1,0,0
2020-08-18,3,1,6,3,1,0,0
2020-08-19,4,1,5,4,1,0,0
2020-08-20,3,1,9,3,1,0,0
2020-08-21,3,1,11,3,1,0,0
2020-08-22,3,1,11,3,1,0,0
2020-08-23,4,1,8,4,1,0,0
2020-08-24,3,1,10,4,1,1,0
